2026-01-29 19:04:20,440 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /styles.css ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:20,442 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:20] "[36mGET /styles.css HTTP/1.1[0m" 304 -
2026-01-29 19:04:41,016 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET / ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,017 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "[36mGET / HTTP/1.1[0m" 304 -
2026-01-29 19:04:41,161 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /styles.css ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,163 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "[36mGET /styles.css HTTP/1.1[0m" 304 -
2026-01-29 19:04:41,165 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /app.js ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,167 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "[36mGET /app.js HTTP/1.1[0m" 304 -
2026-01-29 19:04:41,294 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,296 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/me HTTP/1.1" 200 -
2026-01-29 19:04:41,298 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai/status ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,301 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/ai/status HTTP/1.1" 200 -
2026-01-29 19:04:41,307 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,309 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/me HTTP/1.1" 200 -
2026-01-29 19:04:41,322 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,323 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,324 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,325 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/me HTTP/1.1" 200 -
2026-01-29 19:04:41,326 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/me HTTP/1.1" 200 -
2026-01-29 19:04:41,327 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/me HTTP/1.1" 200 -
2026-01-29 19:04:41,519 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,524 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:04:41,536 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,540 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:04:41,554 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,555 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,556 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,560 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:04:41,561 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:04:41,562 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:04:41,593 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,633 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 19:04:41,643 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,691 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 19:04:41,703 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,742 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 19:04:41,754 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,791 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 19:04:41,802 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,838 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 19:04:41,893 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,893 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /res/decklogos/kenpo_vocabulary.png ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,894 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 19:04:41,895 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "[36mGET /res/decklogos/kenpo_vocabulary.png HTTP/1.1[0m" 304 -
2026-01-29 19:04:41,906 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,907 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 19:04:41,919 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,920 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,921 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:41,922 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 19:04:41,923 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 19:04:41,924 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:41] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 19:04:41,938 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:42,250 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:42] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:04:42,260 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:42,279 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:42,635 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:42] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:04:42,647 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:43,030 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:43] "GET /api/health HTTP/1.1" 200 -
2026-01-29 19:04:43,032 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:43] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:04:43,067 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:43,067 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:43,090 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:43,093 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:43] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 19:04:43,132 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:43,164 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:43,169 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:43] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:04:43,210 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:43,268 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:43] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 19:04:43,301 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:43,303 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:43] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 19:04:43,532 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:43] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:04:43,543 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:43,642 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:43] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:04:43,675 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:43,963 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:43] "GET /api/health HTTP/1.1" 200 -
2026-01-29 19:04:43,970 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:43] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:04:43,975 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:43,981 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:44,007 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:44,009 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:44] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 19:04:44,164 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:44] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:04:44,175 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:44,201 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:44,206 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:44] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:04:44,232 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:44,523 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:44] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:04:44,740 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:44] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:04:44,777 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:44,800 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:44] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:04:44,817 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdown ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:44,819 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:44] "GET /api/breakdown?id=db4fca1ad62f88e1 HTTP/1.1" 200 -
2026-01-29 19:04:44,899 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:44,901 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:44] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 19:04:44,929 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:44,935 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:44] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:04:44,955 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:44] "GET /api/health HTTP/1.1" 200 -
2026-01-29 19:04:44,967 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:44,999 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:45,002 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:45] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 19:04:45,212 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:45] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:04:45,227 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:45,657 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:45] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:04:45,694 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:45,717 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:45] "GET /api/health HTTP/1.1" 200 -
2026-01-29 19:04:45,732 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:45,754 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:45,757 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:45] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 19:04:46,108 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:46] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:04:46,120 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:46,138 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:46,537 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:46] "GET /api/health HTTP/1.1" 200 -
2026-01-29 19:04:46,549 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:46,574 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:46,576 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:46] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 19:04:46,617 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:46] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:04:46,629 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:46,655 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:46] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:04:46,938 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:46,941 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:46] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 19:04:46,976 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:46,980 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:46] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:04:47,050 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:47] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:04:47,061 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:47,314 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:47] "GET /api/health HTTP/1.1" 200 -
2026-01-29 19:04:47,354 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:04:47,356 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:47] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 19:04:47,443 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:04:47] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
